userId,movieId,rating,timestamp
Steven Best,1,4.0,964982703
Steven Best,3,4.0,964981247
Steven Best,6,4.0,964982224
Steven Best,47,5.0,964983815
Steven Best,50,5.0,964982931
Steven Best,70,3.0,964982400
Steven Best,101,5.0,964980868
Steven Best,110,4.0,964982176
Steven Best,151,5.0,964984041
Steven Best,157,5.0,964984100
Steven Best,163,5.0,964983650
Steven Best,216,5.0,964981208
Steven Best,223,3.0,964980985
Steven Best,231,5.0,964981179
Steven Best,235,4.0,964980908
Steven Best,260,5.0,964981680
Steven Best,296,3.0,964982967
Steven Best,316,3.0,964982310
Steven Best,333,5.0,964981179
Steven Best,349,4.0,964982563
Steven Best,356,4.0,964980962
Steven Best,362,5.0,964982588
Steven Best,367,4.0,964981710
Steven Best,423,3.0,964982363
Steven Best,441,4.0,964980868
Steven Best,457,5.0,964981909
Steven Best,480,4.0,964982346
Steven Best,500,3.0,964981208
Steven Best,527,5.0,964984002
Steven Best,543,4.0,964981179
Steven Best,552,4.0,964982653
Steven Best,553,5.0,964984153
Steven Best,590,4.0,964982546
Steven Best,592,4.0,964982271
Steven Best,593,4.0,964983793
Steven Best,596,5.0,964982838
Steven Best,608,5.0,964982931
Steven Best,648,3.0,964982563
Steven Best,661,5.0,964982838
Steven Best,673,3.0,964981775
Steven Best,733,4.0,964982400
Steven Best,736,3.0,964982653
Steven Best,780,3.0,964984086
Steven Best,804,4.0,964980499
Steven Best,919,5.0,964982475
Steven Best,923,5.0,964981529
Steven Best,940,5.0,964982176
Steven Best,943,4.0,964983614
Steven Best,954,5.0,964983219
Steven Best,1009,3.0,964981775
Steven Best,1023,5.0,964982681
Steven Best,1024,5.0,964982876
Steven Best,1025,5.0,964982791
Steven Best,1029,5.0,964982855
Steven Best,1030,3.0,964982903
Steven Best,1031,5.0,964982653
Steven Best,1032,5.0,964982791
Steven Best,1042,4.0,964981179
Steven Best,1049,5.0,964982400
Steven Best,1060,4.0,964980924
Steven Best,1073,5.0,964981680
Steven Best,1080,5.0,964981327
Steven Best,1089,5.0,964982951
Steven Best,1090,4.0,964984018
Steven Best,1092,5.0,964983484
Steven Best,1097,5.0,964981680
Steven Best,1127,4.0,964982513
Steven Best,1136,5.0,964981327
Steven Best,1196,5.0,964981827
Steven Best,1197,5.0,964981872
Steven Best,1198,5.0,964981827
Steven Best,1206,5.0,964983737
Steven Best,1208,4.0,964983250
Steven Best,1210,5.0,964980499
Steven Best,1213,5.0,964982951
Steven Best,1214,4.0,964981855
Steven Best,1219,2.0,964983393
Steven Best,1220,5.0,964981909
Steven Best,1222,5.0,964981909
Steven Best,1224,5.0,964984018
Steven Best,1226,5.0,964983618
Steven Best,1240,5.0,964983723
Steven Best,1256,5.0,964981442
Steven Best,1258,3.0,964983414
Steven Best,1265,4.0,964983599
Steven Best,1270,5.0,964983705
Steven Best,1275,5.0,964982290
Steven Best,1278,5.0,964983414
Steven Best,1282,5.0,964982703
Steven Best,1291,5.0,964981909
Steven Best,1298,5.0,964984086
Steven Best,1348,4.0,964983393
Steven Best,1377,3.0,964982653
Steven Best,1396,3.0,964983017
Steven Best,1408,3.0,964982310
Steven Best,1445,3.0,964984112
Steven Best,1473,4.0,964980875
Steven Best,1500,4.0,964980985
Steven Best,1517,5.0,964981107
Steven Best,1552,4.0,964982620
Steven Best,1573,5.0,964982290
Steven Best,1580,3.0,964981125
Steven Best,1587,5.0,964982346
Steven Best,1617,5.0,964982951
Steven Best,1620,4.0,964983056
Steven Best,1625,5.0,964983504
Steven Best,1644,3.0,964983536
Steven Best,1676,3.0,964982620
Steven Best,1732,5.0,964981125
Steven Best,1777,4.0,964981230
Steven Best,1793,4.0,964981404
Steven Best,1804,5.0,964983034
Steven Best,1805,4.0,964983056
Steven Best,1920,4.0,964981780
Steven Best,1927,5.0,964981497
Steven Best,1954,5.0,964982176
Steven Best,1967,4.0,964981710
Steven Best,2000,4.0,964982211
Steven Best,2005,5.0,964981710
Steven Best,2012,4.0,964984176
Steven Best,2018,5.0,964980523
Steven Best,2028,4.0,964981888
Steven Best,2033,5.0,964982903
Steven Best,2046,4.0,964982563
Steven Best,2048,5.0,964982791
Steven Best,2054,4.0,964981747
Steven Best,2058,5.0,964982400
Steven Best,2078,5.0,964982838
Steven Best,2090,5.0,964982838
Steven Best,2093,3.0,964981710
Steven Best,2094,5.0,964982653
Steven Best,2096,4.0,964982838
Steven Best,2099,4.0,964982588
Steven Best,2105,4.0,964981725
Steven Best,2115,5.0,964982529
Steven Best,2116,5.0,964982876
Steven Best,2137,5.0,964982791
Steven Best,2139,5.0,964982791
Steven Best,2141,5.0,964982838
Steven Best,2143,4.0,964981725
Steven Best,2161,5.0,964981710
Steven Best,2174,4.0,964981680
Steven Best,2193,4.0,964981710
Steven Best,2253,2.0,964981775
Steven Best,2268,4.0,964982989
Steven Best,2273,4.0,964982310
Steven Best,2291,5.0,964983664
Steven Best,2329,5.0,964983263
Steven Best,2338,2.0,964983546
Steven Best,2353,5.0,964983861
Steven Best,2366,4.0,964982462
Steven Best,2387,5.0,964983123
Steven Best,2389,2.0,964983094
Steven Best,2395,5.0,964981093
Steven Best,2406,4.0,964982310
Steven Best,2414,3.0,964982513
Steven Best,2427,5.0,964982242
Steven Best,2450,4.0,964982620
Steven Best,2459,5.0,964983414
Steven Best,2470,5.0,964982588
Steven Best,2478,4.0,964984169
Steven Best,2492,4.0,965719662
Steven Best,2502,5.0,964981278
Steven Best,2528,3.0,964982328
Steven Best,2529,5.0,964982242
Steven Best,2542,5.0,964981265
Steven Best,2571,5.0,964981888
Steven Best,2580,5.0,964983000
Steven Best,2596,5.0,964981144
Steven Best,2616,4.0,964983080
Steven Best,2617,2.0,964982588
Steven Best,2628,4.0,964980523
Steven Best,2640,4.0,964982377
Steven Best,2641,5.0,964982620
Steven Best,2644,4.0,964983393
Steven Best,2648,4.0,964983414
Steven Best,2654,5.0,964983393
Steven Best,2657,3.0,964983426
Steven Best,2692,5.0,964981855
Steven Best,2700,5.0,964980985
Steven Best,2716,5.0,964983414
Steven Best,2761,5.0,964982703
Steven Best,2797,4.0,964981710
Steven Best,2826,4.0,964980523
Steven Best,2858,5.0,964980868
Steven Best,2872,5.0,964981680
Steven Best,2899,5.0,964982703
Steven Best,2916,4.0,964982290
Steven Best,2944,5.0,964981872
Steven Best,2947,5.0,964982176
Steven Best,2948,5.0,964982191
Steven Best,2949,5.0,964981888
Steven Best,2959,5.0,964983282
Steven Best,2985,4.0,964983034
Steven Best,2987,5.0,964982495
Steven Best,2991,5.0,964982271
Steven Best,2993,5.0,964982242
Steven Best,2997,4.0,964980896
Steven Best,3033,5.0,964983762
Steven Best,3034,5.0,964982791
Steven Best,3052,5.0,964981208
Steven Best,3053,5.0,964984086
Steven Best,3062,4.0,964981872
Steven Best,3147,5.0,964983873
Steven Best,3168,4.0,964982495
Steven Best,3176,1.0,964983504
Steven Best,3243,3.0,964981093
Steven Best,3247,3.0,964983108
Steven Best,3253,5.0,964981107
Steven Best,3273,5.0,964983536
Steven Best,3386,5.0,964983484
Steven Best,3439,4.0,964981799
Steven Best,3440,4.0,964981799
Steven Best,3441,5.0,964982328
Steven Best,3448,5.0,964984054
Steven Best,3450,5.0,964981144
Steven Best,3479,4.0,964981725
Steven Best,3489,4.0,964981775
Steven Best,3527,4.0,964982271
Steven Best,3578,5.0,964980668
Steven Best,3617,4.0,964980683
Steven Best,3639,4.0,964982271
Steven Best,3671,5.0,964981589
Steven Best,3702,5.0,964983737
Steven Best,3703,5.0,964981909
Steven Best,3729,5.0,964982363
Steven Best,3740,4.0,964982417
Steven Best,3744,4.0,964980694
Steven Best,3793,5.0,964981855
Steven Best,3809,4.0,964981220
Steven Best,4006,4.0,964982903
Steven Best,5060,5.0,964984002
Taylor Schneider,318,3.0,1445714835
Taylor Schneider,333,4.0,1445715029
Taylor Schneider,1704,4.5,1445715228
Taylor Schneider,3578,4.0,1445714885
Taylor Schneider,6874,4.0,1445714952
Taylor Schneider,8798,3.5,1445714960
Taylor Schneider,46970,4.0,1445715013
Taylor Schneider,48516,4.0,1445715064
Taylor Schneider,58559,4.5,1445715141
Taylor Schneider,60756,5.0,1445714980
Taylor Schneider,68157,4.5,1445715154
Taylor Schneider,71535,3.0,1445714974
Taylor Schneider,74458,4.0,1445714926
Taylor Schneider,77455,3.0,1445714941
Taylor Schneider,79132,4.0,1445714841
Taylor Schneider,80489,4.5,1445715340
Taylor Schneider,80906,5.0,1445715172
Taylor Schneider,86345,4.0,1445715166
Taylor Schneider,89774,5.0,1445715189
Taylor Schneider,91529,3.5,1445714891
Taylor Schneider,91658,2.5,1445714938
Taylor Schneider,99114,3.5,1445714874
Taylor Schneider,106782,5.0,1445714966
Taylor Schneider,109487,3.0,1445715145
Taylor Schneider,112552,4.0,1445714882
Taylor Schneider,114060,2.0,1445715276
Taylor Schneider,115713,3.5,1445714854
Taylor Schneider,122882,5.0,1445715272
Taylor Schneider,131724,5.0,1445714851
Angela Erickson,31,0.5,1306463578
Angela Erickson,527,0.5,1306464275
Angela Erickson,647,0.5,1306463619
Angela Erickson,688,0.5,1306464228
Angela Erickson,720,0.5,1306463595
Angela Erickson,849,5.0,1306463611
Angela Erickson,914,0.5,1306463567
Angela Erickson,1093,0.5,1306463627
Angela Erickson,1124,0.5,1306464216
Angela Erickson,1263,0.5,1306463569
Angela Erickson,1272,0.5,1306463624
Angela Erickson,1275,3.5,1306463323
Angela Erickson,1302,0.5,1306464189
Angela Erickson,1371,3.0,1306463561
Angela Erickson,1587,4.5,1306464003
Angela Erickson,2018,0.5,1306464175
Angela Erickson,2080,0.5,1306463572
Angela Erickson,2090,0.5,1306464261
Angela Erickson,2105,2.0,1306463559
Angela Erickson,2288,4.0,1306463631
Angela Erickson,2424,0.5,1306464293
Angela Erickson,2851,5.0,1306463925
Angela Erickson,3024,4.5,1306464054
Angela Erickson,3210,0.5,1306463638
Angela Erickson,3703,5.0,1306463603
Angela Erickson,3949,0.5,1306464245
Angela Erickson,4518,5.0,1306463770
Angela Erickson,5048,0.5,1306464284
Angela Erickson,5181,5.0,1306463718
Angela Erickson,5746,5.0,1306463708
Angela Erickson,5764,4.5,1306464021
Angela Erickson,5919,5.0,1306463825
Angela Erickson,6238,0.5,1306464204
Angela Erickson,6835,5.0,1306463670
Angela Erickson,7899,4.5,1306464036
Angela Erickson,7991,5.0,1306463684
Angela Erickson,26409,4.5,1306463993
Angela Erickson,70946,5.0,1306463815
Angela Erickson,72378,0.5,1306464164
Catherine Powell,21,3.0,986935199
Catherine Powell,32,2.0,945173447
Catherine Powell,45,3.0,986935047
Catherine Powell,47,2.0,945173425
Catherine Powell,52,3.0,964622786
Catherine Powell,58,3.0,964538444
Catherine Powell,106,4.0,986848784
Catherine Powell,125,5.0,964622758
Catherine Powell,126,1.0,986848920
Catherine Powell,162,5.0,945078571
Catherine Powell,171,3.0,945078428
Catherine Powell,176,5.0,964622565
Catherine Powell,190,2.0,945079259
Catherine Powell,215,5.0,945079078
Catherine Powell,222,1.0,945629040
Catherine Powell,232,5.0,964622684
Catherine Powell,235,2.0,945173513
Catherine Powell,247,3.0,986848894
Catherine Powell,260,5.0,945079259
Catherine Powell,265,5.0,964538468
Catherine Powell,296,1.0,945173350
Catherine Powell,319,5.0,945079182
Catherine Powell,342,5.0,964538500
Catherine Powell,345,4.0,945629063
Catherine Powell,348,4.0,964622786
Catherine Powell,351,3.0,986934901
Catherine Powell,357,3.0,964623306
Catherine Powell,368,4.0,945078690
Catherine Powell,417,2.0,945078467
Catherine Powell,441,1.0,986934915
Catherine Powell,450,2.0,986848828
Catherine Powell,457,5.0,945079259
Catherine Powell,475,5.0,945174290
Catherine Powell,492,5.0,945079872
Catherine Powell,509,1.0,945079106
Catherine Powell,538,5.0,945078636
Catherine Powell,539,1.0,964538832
Catherine Powell,553,2.0,945079301
Catherine Powell,588,4.0,945079670
Catherine Powell,593,5.0,964539986
Catherine Powell,595,3.0,986848609
Catherine Powell,599,2.0,945078587
Catherine Powell,608,5.0,964540008
Catherine Powell,648,3.0,945079906
Catherine Powell,708,4.0,986935230
Catherine Powell,759,3.0,945078601
Catherine Powell,800,4.0,945079106
Catherine Powell,892,4.0,964622714
Catherine Powell,898,5.0,964623347
Catherine Powell,899,4.0,945079653
Catherine Powell,902,4.0,945078446
Catherine Powell,904,4.0,945079837
Catherine Powell,908,5.0,945173902
Catherine Powell,910,5.0,945173989
Catherine Powell,912,5.0,945173902
Catherine Powell,914,5.0,945079670
Catherine Powell,919,5.0,945079521
Catherine Powell,920,5.0,945173602
Catherine Powell,930,5.0,964538571
Catherine Powell,937,3.0,986849085
Catherine Powell,1025,4.0,945079232
Catherine Powell,1046,5.0,945173654
Catherine Powell,1057,3.0,964540578
Catherine Powell,1060,2.0,986934819
Catherine Powell,1073,4.0,945079483
Catherine Powell,1077,5.0,945173692
Catherine Powell,1079,2.0,945078946
Catherine Powell,1080,5.0,986934696
Catherine Powell,1084,5.0,945079259
Catherine Powell,1086,5.0,964539723
Catherine Powell,1094,3.0,964538500
Catherine Powell,1103,5.0,964539723
Catherine Powell,1136,5.0,986934625
Catherine Powell,1179,4.0,964539180
Catherine Powell,1183,1.0,964778513
Catherine Powell,1188,5.0,964538500
Catherine Powell,1196,5.0,964538763
Catherine Powell,1197,5.0,964538763
Catherine Powell,1198,3.0,964538728
Catherine Powell,1199,2.0,945078967
Catherine Powell,1203,5.0,945174025
Catherine Powell,1211,1.0,964539205
Catherine Powell,1213,4.0,945079729
Catherine Powell,1219,4.0,964539961
Catherine Powell,1225,4.0,964539326
Catherine Powell,1250,5.0,945174008
Catherine Powell,1259,4.0,964538728
Catherine Powell,1265,4.0,964622684
Catherine Powell,1266,4.0,986849037
Catherine Powell,1279,2.0,986934832
Catherine Powell,1282,5.0,945079653
Catherine Powell,1283,5.0,945078690
Catherine Powell,1288,4.0,945079653
Catherine Powell,1291,4.0,964538763
Catherine Powell,1304,3.0,945078467
Catherine Powell,1391,1.0,945173766
Catherine Powell,1449,5.0,945079767
Catherine Powell,1466,4.0,945173492
Catherine Powell,1500,4.0,964622830
Catherine Powell,1517,4.0,945079790
Catherine Powell,1580,3.0,986935244
Catherine Powell,1597,1.0,945079906
Catherine Powell,1617,2.0,945079837
Catherine Powell,1641,4.0,964622758
Catherine Powell,1704,1.0,945629015
Catherine Powell,1719,4.0,945079956
Catherine Powell,1732,4.0,945079889
Catherine Powell,1733,5.0,945079143
Catherine Powell,1734,3.0,964539357
Catherine Powell,1834,5.0,945174134
Catherine Powell,1860,2.0,986849001
Catherine Powell,1883,4.0,964622642
Catherine Powell,1885,3.0,964622617
Catherine Powell,1892,2.0,964539431
Catherine Powell,1895,4.0,945629179
